population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year_start,year_end,val,upper,lower
1,All Population,1,Deaths,95,United Kingdom,3,Both,8,15-19 years,447,Nasopharynx cancer,3,Rate,1990,2023,-0.4479738108605605,-0.284036485192728,-0.5834863951842709
1,All Population,1,Deaths,95,United Kingdom,3,Both,39,0-14 years,447,Nasopharynx cancer,3,Rate,1990,2023,-0.40945713853404697,-0.23082974044377064,-0.5476181746872952
1,All Population,1,Deaths,95,United Kingdom,3,Both,284,20-54 years,447,Nasopharynx cancer,3,Rate,1990,2023,-0.012385219536996589,0.21596257178389489,-0.2127579617607312
1,All Population,1,Deaths,95,United Kingdom,3,Both,284,20-54 years,450,Other pharynx cancer,3,Rate,1990,2023,1.4702333016244786,1.8161346960569507,1.0956934173195354
1,All Population,1,Deaths,95,United Kingdom,3,Both,8,15-19 years,456,Pancreatic cancer,3,Rate,1990,2023,-0.11743176720059383,0.04035047620578769,-0.2423992687401185
1,All Population,1,Deaths,95,United Kingdom,3,Both,284,20-54 years,456,Pancreatic cancer,3,Rate,1990,2023,0.236417037840054,0.3529601420151284,0.1405114008516855
1,All Population,1,Deaths,131,Nicaragua,3,Both,284,20-54 years,414,Stomach cancer,3,Rate,1990,2023,-0.20809755047238399,0.044628005823763826,-0.3907419524446166
1,All Population,1,Deaths,131,Nicaragua,3,Both,8,15-19 years,417,Liver cancer,3,Rate,1990,2023,-0.10360415551532991,0.5245825631598979,-0.4527350160608409
1,All Population,1,Deaths,131,Nicaragua,3,Both,39,0-14 years,417,Liver cancer,3,Rate,1990,2023,-0.6076697881414714,-0.33740510299397725,-0.7683165091572355
1,All Population,1,Deaths,131,Nicaragua,3,Both,284,20-54 years,417,Liver cancer,3,Rate,1990,2023,0.8024838928030907,1.713240558186638,0.12118918281853283
1,All Population,1,Deaths,95,United Kingdom,3,Both,8,15-19 years,471,Kidney cancer,3,Rate,1990,2023,-0.15390111401673612,-0.015082137846062093,-0.28061459892726914
1,All Population,1,Deaths,95,United Kingdom,3,Both,39,0-14 years,471,Kidney cancer,3,Rate,1990,2023,-0.3411496779892027,-0.19917068627376702,-0.4506144975321738
1,All Population,1,Deaths,95,United Kingdom,3,Both,284,20-54 years,471,Kidney cancer,3,Rate,1990,2023,0.08374540217504237,0.2430435802590235,-0.04456381807844112
1,All Population,1,Deaths,95,United Kingdom,3,Both,8,15-19 years,474,Bladder cancer,3,Rate,1990,2023,-0.46419524123469663,-0.3616213634784903,-0.5393830583418127
1,All Population,1,Deaths,95,United Kingdom,3,Both,284,20-54 years,474,Bladder cancer,3,Rate,1990,2023,-0.13807597605711508,-0.043080385644573775,-0.22662816913373982
1,All Population,1,Deaths,95,United Kingdom,3,Both,8,15-19 years,487,Leukemia,3,Rate,1990,2023,-0.49374996973217083,-0.36934770910773435,-0.5864929733078887
1,All Population,1,Deaths,95,United Kingdom,3,Both,39,0-14 years,487,Leukemia,3,Rate,1990,2023,-0.5732279120542428,-0.4743287097275448,-0.6547977182323839
1,All Population,1,Deaths,95,United Kingdom,3,Both,284,20-54 years,487,Leukemia,3,Rate,1990,2023,-0.29300062365210117,-0.20978072743213994,-0.3613820713178865
1,All Population,1,Deaths,131,Nicaragua,3,Both,284,20-54 years,423,Larynx cancer,3,Rate,1990,2023,-0.040523955068468745,0.7676592783765708,-0.48120644797150747
1,All Population,1,Deaths,131,Nicaragua,3,Both,8,15-19 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,1990,2023,-0.38354173436649674,-0.03774728094402595,-0.6218271777552301
1,All Population,1,Deaths,131,Nicaragua,3,Both,284,20-54 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,1990,2023,0.05135168813683439,0.4085327912208538,-0.25021316322907894
